dmnt_topic,pct_contrib,reviewText,main_cat,category,brand,document,word_cnt,overall
24,0.9539999961853027,"Works good with no problem. Word, word, word, word, word, word, word, word, word, word, word, word, word, word, word, word, word,",Amazon Home,25,Ulta Lit,work good problem word word word word word word word word word word word word word word word word word,22,4.0
24,0.9395999908447266,This is a nice heat gun. Works great on both speeds. Does what it's supposed to do. Only complaint is that it should come with a some nozzles....can it eat into the profits that much to put a couple cheap accessories with it?,Tools & Home Improvement,27,Wagner Spraytech,nice heat work great speed doe supposed complaint come nozzle profit much couple cheap accessory,43,5.0
24,0.9355000257492065,"ONE START BECAUSE I BEEN TRYING MANY TIMES WITH THIS P... OF S... AND NOTHING, SIMPLE DOES NOT WORK AS I THOUG. SO PLEASE DONT WASTE UR MONE BUYING THIS PIECE OF JUNK",Tools & Home Improvement,27,JN,start trying many time nothing simple doe work thoug please dont waste mone buying piece junk,33,1.0
25,0.9688000082969666,"Worked ok for almost 2 years, then the slow close mechanism broke. The mounts are also not very good and loose - had to reattach it once.  Good points: nice design and shape to the seats  Bad points: cheap plastic, loose fit, cheap slow close mechanism that breaks down.  I will not buy again - looking for a different brand right now.",Tools & Home Improvement,27,Kohler,worked almost year slow close mechanism broke mount also good loose reattach good point nice design shape seat point cheap plastic loose cheap slow close mechanism break looking different brand right,62,1.0
25,0.9613000154495239,"I changed out all my toilet seats with this model that I bought from Home Depot.  Since then, I have had 2 of them break along the hinge.  The hinge arm holding the toilet seat is only about 5mm thick.  It's really a great toilet seat except when it breaks. It's really too bad that it has this design flaw.",Tools & Home Improvement,27,Bemis,changed toilet seat model bought home depot since break along hinge hinge holding toilet seat thick really great toilet seat except break really design flaw,60,2.0
25,0.9539999961853027,"A good replacement for the Toto OEM lever at a lower cost.  Fit my Toto side mount perfectly.  Similar plastic construction, not sure how long it will hold up but can't be any worse than original Toto.",Tools & Home Improvement,27,BQLZR,good replacement toto lever lower cost toto side mount perfectly similar plastic construction sure long hold can't worse original toto,37,4.0
26,0.9560999870300293,This is a universal 2 - button remote that works on 390Mhz and 315Mhz rolling code freq or the older DIP switch settings technolgy. Very easy to set up. I have two garage doors one with a Genie opener system and one with a Chamberlain system; works well with both types.,Tools & Home Improvement,27,Chamberlain,universal button remote work 390mhz 315mhz rolling code freq older switch setting technolgy easy garage door genie opener system chamberlain system work well type,51,5.0
26,0.954800009727478,"This went really easy and fast.  I was able to connect both garage doors within minute.  From start to finish it took maybe 10 minutes (that's taking everything out, programming, installing it on the door jam and putting away everything).  I have two different codes because I have two garage doors.  Was very easy to program the remote.  It connected right away.",Tools & Home Improvement,27,LiftMaster,went really easy fast able connect garage door within minute start finish took maybe minute that's taking everything programming installing door putting away everything different code garage door easy program remote connected right away,62,5.0
26,0.9539999961853027,"Really like this rack. Lots of storage space once installed. Instructions are fairly clear, they also have an install video to help. Plan on buying one or two more to get more storage space out of the garage ceiling.",Amazon Home,25,SafeRacks,really like rack lot storage space installed instruction fairly clear also install video help plan buying storage space garage ceiling,39,5.0
27,0.9868000149726868,GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!!,Tools & Home Improvement,27,Mr. Beams,great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great,72,5.0
27,0.9868000149726868,GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!! GREAT!!!,Automotive,23,Valterra,great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great great,72,5.0
27,0.9864000082015991,good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,Tools & Home Improvement,27,Mr. Longarm,good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,70,5.0
28,0.9580000042915344,"Just purchased a 2nd and third as the first replacement only lasted about 18 months.  Since it is low cost enough, we purchased the 2nd to replace the first replacement and purchased a 3rd so we won't have to wait IF the second goes after 18 months like the first!  Longevity MAY be an issue!",Tools & Home Improvement,27,Supco,purchased third first replacement lasted month since cost enough purchased replace first replacement purchased wait second go month like first longevity issue,55,3.0
28,0.9491000175476074,I'm giving this only 3 stars because this is the third one that finally works. The first one lasted 7 months off and on and stopped working the second one lasted 2 days now this new one has been working great. If I have anymore problems I will update.,Tools & Home Improvement,27,Chamberlain,giving star third finally work first lasted month stopped working second lasted day working great anymore problem update,49,3.0
28,0.9463000297546387,"I wish this wasn't quick release as I've had to replace it a couple of times now but that's a problem with the original.  As for this replacement, it fits perfectly.  I'm just happy to be able to replace it when I do lose it!",Tools & Home Improvement,27,LEATHERMAN,wish quick release i've replace couple time that's problem original replacement fit perfectly happy able replace lose,45,5.0
29,0.9613000154495239,"At first the bristles seemed a little too soft but after having actually used this brush for a good while now it has proven to be just about perfect for all but the thickest paints.  The brush cleans up easy, the bristles retain their shape and the wood handle feels good in hand.",Tools & Home Improvement,27,Purdy,first bristle seemed little soft actually used brush good proven perfect thickest paint brush clean easy bristle retain shape wood handle feel good hand,53,5.0
29,0.9596999883651733,"This works with the Graco spray gun.  It has a perfect fit with the Graco gun.  We use it with latex-based paints.  This tip gives an excellent, even spray for professional-looking paint jobs.  Plus it makes painting so much faster than using a roller. This is a self-cleaning tip.",Tools & Home Improvement,27,South Main Hardware,work graco spray perfect graco latex based paint give excellent even spray professional looking paint job plus make painting much faster using roller self cleaning,49,5.0
29,0.9539999961853027,"Beautiful designs. The product is like a sticker but durable. I had to stick and remove a couple of times to get it in a straight line since I was putting it up on my own and it still stuck to the wall, no problem.  I definitely recommend these.",Tools & Home Improvement,27,RoomMates,beautiful design product like sticker durable stick remove couple time straight line since putting still stuck wall problem definitely recommend,49,5.0
